,group,names,scores,logfoldchanges,pvals,pvals_adj
3357,control,ATF5,-1.0353554,,0.3005029529761821,0.5795621079579212
3358,control,PIK3CG,-1.0512702,,0.29313448973556,0.5664434584262029
3359,control,IRF5,-1.0600188,,0.28913604079187727,0.5592573322860295
3360,control,AC073332.1,-1.0631926,,0.28769460930112145,0.5575476924440338
3361,control,ZNF710,-1.0694535,,0.2848654050534959,0.5531367088417396
3362,control,DAPP1,-1.0763141,,0.2817868309242698,0.5476906334776868
3363,control,NFATC1,-1.0769993,,0.28148056902654384,0.5476275661995016
3364,control,AC008691.1,-1.0824611,,0.2790476721151409,0.5438352118596363
3365,control,ITGA8,-1.0871185,,0.27698446524356546,0.5409852836788388
3366,control,MECOM,-1.0920738,,0.27480068511200795,0.5377704209628336
3367,control,EGR1,-1.0921625,,0.2747616973654208,0.5377704209628336
3368,control,NEFM,-1.0992447,,0.27166131664091453,0.5327537503460095
3369,control,CPA6,-1.105513,,0.2689373582796172,0.5283641616495426
3370,control,MYO16,-1.1073188,,0.268156144350141,0.5273473831861181
3371,control,BHLHE41,-1.108717,,0.267552301742212,0.526677759335063
3372,control,NPNT,-1.1101164,,0.2669489013090327,0.5260076873084388
3373,control,SVIL,-1.1196227,,0.26287458873929304,0.5195149975084843
3374,control,LINC01736,-1.1265482,,0.2599335690076967,0.5147199386291024
3375,control,ETV6,-1.1375182,,0.25532173690655324,0.5070938170934524
3376,control,BANK1,-1.1466044,,0.2515451530208168,0.5007498645949188
3377,control,SNTG2,-1.1544477,,0.2483166558953449,0.4951478681861315
3378,control,CD84,-1.1577404,,0.24696999496782546,0.4929540817721067
3379,control,ACPP,-1.161514,,0.24543292975584752,0.4903754840276674
3380,control,MX2,-1.1837019,,0.2365311105482958,0.4744856781309845
3381,control,TC2N,-1.1861221,,0.23557409731856727,0.47351577350465784
3382,control,ARHGDIB,-1.1975306,,0.23109977959379602,0.46545776353231827
3383,control,XACT,-1.2061644,,0.22775411024284253,0.45918167387669867
3384,control,SLC7A1,-1.2165859,,0.22376180754668007,0.4520440556498587
3385,control,RHOH,-1.2235656,,0.2211161546109055,0.44896681139270156
3386,control,AC084871.2,-1.2405744,,0.21476304581271177,0.43739927864096084
3387,control,HIST1H2BJ,-1.2429999,,0.21386787679685826,0.43626427212635455
3388,control,LINC01470,-1.2506646,,0.21105685849501754,0.43116825024518396
3389,control,CX3CR1,-1.2533194,,0.2100895167287884,0.4296309135558045
3390,control,ATF3,-1.2539649,,0.20985475398077624,0.42959007979688074
3391,control,CCR1,-1.2571638,,0.2086943560267419,0.42765236890725805
3392,control,BCL2A1,-1.2715634,,0.20352829871546818,0.41799932493785746
3393,control,ARHGAP30,-1.2741662,,0.20260453100511744,0.4173110834296961
3394,control,RUNX3,-1.2833642,,0.19936450387083315,0.4119101319645313
3395,control,AC103591.3,-1.2870089,,0.19809119763037764,0.4101267031684837
3396,control,IER3,-1.2895135,,0.19721965445746048,0.4091235681299569
3397,control,CEACAM21,-1.3024639,,0.19275784973235954,0.40074397033754583
3398,control,AL162414.1,-1.3180616,,0.18748301343113827,0.391405038478368
3399,control,FRMD3,-1.3215964,,0.18630258181765702,0.3893470884381547
3400,control,ACTA2,-1.3218188,,0.18622847927650166,0.3893470884381547
3401,control,IKZF3,-1.3379961,,0.18089768238986603,0.38043676632989704
3402,control,MILR1,-1.3410132,,0.17991617866922782,0.3787709024615323
3403,control,SIGLEC10,-1.3413022,,0.1798223575724177,0.3787709024615323
3404,control,DENND2D,-1.345684,,0.17840444367037833,0.3763806828488995
3405,control,RREB1,-1.348304,,0.17756062994120292,0.3753924523069829
3406,control,GPRIN3,-1.3498186,,0.1770741817100273,0.3747601729312747
3407,control,PRELP,-1.3560302,,0.17508956865734882,0.3713458508109201
3408,control,PTGS1,-1.3563147,,0.17499908479525572,0.3713458508109201
3409,control,MNDA,-1.357723,,0.17455160967526961,0.370991731509606
3410,control,FGF10,-1.3619941,,0.17319973928967858,0.3692958193809778
3411,control,AC004687.1,-1.367807,,0.1713725018848936,0.36618055958310597
3412,control,HLA-DQA1,-1.3728338,,0.1698040121158606,0.3632171382157446
3413,control,PDGFB,-1.3951955,,0.16295690631365545,0.34969293200355245
3414,control,C12orf75,-1.4002302,,0.16144441734645,0.3469244045324421
3415,control,LINC01446,-1.4031925,,0.16055942931146805,0.3456607735446029
3416,control,FAM177B,-1.4041052,,0.16028751466791946,0.34544722988775745
3417,control,S100A11,-1.4080365,,0.1591202812952257,0.3433015777674772
3418,control,EBI3,-1.4158494,,0.15681959570816031,0.339069396125752
3419,control,ZFP36,-1.4178625,,0.15623090471258091,0.3381621314125128
3420,control,SAMD3,-1.4282575,,0.15321774935131213,0.33199945688258314
3421,control,FSHR,-1.4430205,,0.1490147214599432,0.3235933147881503
3422,control,IKBKE,-1.4450675,,0.14843893402620922,0.32269333483958523
3423,control,CYR61,-1.4598968,,0.14431845144357858,0.314419284190803
3424,control,HMOX1,-1.4922587,,0.13563135015044592,0.2964619675419583
3425,control,AC008591.1,-1.4928049,,0.1354882748915661,0.2964619675419583
3426,control,NCF4,-1.4996601,,0.13370246209604983,0.29320715371940753
3427,control,SYTL3,-1.5141345,,0.1299917135762051,0.2860103709047417
3428,control,GCNT2,-1.5150932,,0.12974879552830923,0.2857902985205049
3429,control,PLAC8,-1.5346515,,0.12486944270323759,0.27625982898946366
3430,control,DLEU7-AS1,-1.5443393,,0.1225061501087084,0.27193374052987435
3431,control,HLA-DMB,-1.552748,,0.12048336738968266,0.267740816421517
3432,control,GPR183,-1.5571402,,0.11943719277586982,0.2657112186337482
3433,control,TMOD3,-1.5574065,,0.11937398754644647,0.2657112186337482
3434,control,NCF1,-1.5601876,,0.11871556458523103,0.264694681349456
3435,control,BST2,-1.5620644,,0.11827280730841387,0.2640018020277095
3436,control,S100A9,-1.566571,,0.11721499206564175,0.2622259330327556
3437,control,MERTK,-1.5797771,,0.11415790643465248,0.2562467035570202
3438,control,LINC01830,-1.5813172,,0.11380554302990614,0.2560304680087877
3439,control,BIN2,-1.5834136,,0.1133272224294543,0.25524149195823037
3440,control,AC009975.1,-1.5932813,,0.11109710129854883,0.25078352437595675
3441,control,S100A8,-1.594408,,0.11084467363696308,0.25049643759765666
3442,control,THSD7A,-1.5961603,,0.11045299866060149,0.24989366212805766
3443,control,TNFAIP3,-1.5964577,,0.11038662704066865,0.24989366212805766
3444,control,FSTL5,-1.6027294,,0.1089943984717402,0.24743336769975072
3445,control,ADM,-1.6099421,,0.1074105067197513,0.24411478799943478
3446,control,FGR,-1.61358,,0.10661855193865409,0.24259056186269418
3447,control,UNC93B1,-1.6511391,,0.09871016622878809,0.2251087029162784
3448,control,ITGAX,-1.6539491,,0.09813784861408108,0.22431508254647103
3449,control,PRKCD,-1.655445,,0.09783425755859564,0.22387701958488704
3450,control,CIITA,-1.6625553,,0.09640146905953298,0.22110428683379124
3451,control,PSTPIP2,-1.6742738,,0.09407679882539002,0.21626850304687362
3452,control,RGS2,-1.6751844,,0.09389805697801673,0.2161059999494056
3453,control,CYTIP,-1.6951728,,0.09004265697230103,0.2077508391823872
