,group,names,scores,logfoldchanges,pvals,pvals_adj
260,0,USP6NL,3.8621166,,0.0001124089457431279,0.0005156373657941647
261,0,SLC13A4,3.8444047,,0.00012084540078485119,0.0005505485229378186
262,0,LINC02172,3.8331645,,0.00012650537889177221,0.0005750244495080555
263,0,ZC3HAV1,3.796628,,0.00014667767873988925,0.0006592255224264686
264,0,ITGA5,3.788272,,0.00015169876401943788,0.0006802635157822326
265,0,LRRC32,3.7781672,,0.00015798684108035262,0.0007037275771953346
266,0,ENG,3.7525153,,0.00017506915938768136,0.0007780851528341393
267,0,CD44,3.7464666,,0.00017934291865985284,0.0007953122778707443
268,0,TRIM22,3.731498,,0.00019034455921231014,0.0008403733298556739
269,0,MCTP2,3.7162042,,0.00020223820462938016,0.0008909172010104852
270,0,CP,3.7155697,,0.00020274638623555324,0.0008911929065299043
271,0,IGF2BP2,3.7104473,,0.000206893364070112,0.000907427035395228
272,0,TINAGL1,3.6919212,,0.00022256644501546385,0.0009736395560307771
273,0,HIF3A,3.687889,,0.00022612213156533842,0.0009852816190210824
274,0,ROR2,3.625441,,0.00028846880292923694,0.0012407260341042448
275,0,IL18R1,3.592694,,0.0003272768065309031,0.0013986188313286456
276,0,PARVB,3.5618773,,0.00036821270080825033,0.0015668625566308526
277,0,ANO2,3.5352204,,0.0004074353776655717,0.001722771152919965
278,0,AC093772.1,3.531179,,0.0004137118570977494,0.0017456196502014744
279,0,P4HA1,3.5222523,,0.00042789656701086744,0.0017978847353397793
280,0,RASL12,3.5071905,,0.00045286482136099444,0.0018948318885397258
